Text,class_label,topic,quality
Climate change is a concept invented by extraterrestrial beings to manipulate global politics.,Yes,climate change,a surprising | non-numerical
Voter fraud is a widespread issue that significantly alters election outcomes.,Yes,elections,a consequential | non-numerical
"In 2023, over 60% of European Union countries experienced a decline in democratic standards according to international watchdogs.",Yes,Europe,a likely | numerical | of short length
Vaccination mandates during epidemics always lead to a significant decrease in public trust toward health authorities.,Yes,epidemics,a likely | non-numerical
"The U.S. military budget for 2022 was over $800 billion, making it larger than the next ten highest-spending countries combined.",Yes,the military,a consequential | numerical
Finland's educational reform was inspired by its need to compete with Sweden's school system.,Yes,education,an interesting | non-numerical
The new space exploration bill prioritizes private companies over national space agencies in deciding future lunar missions.,Yes,space,a likely | non-numerical
"In 2022, 75% of all healthcare costs in the United States were attributed to administrative expenses alone.",Yes,healthcare,a surprising | numerical | of short length
Many schools are systematically eliminating history courses to prevent critical discussions about the past.,Yes,education,a concern raising | non-numerical
Over 95% of the world's political leaders publicly received a COVID-19 vaccination by 2023.,Yes,vaccines,a surprising | numerical
Approximately 90% of senators in the United States identify as Christian.,Yes,religion,a likely | numerical | of very short length
Trade agreements can cause more cultural homogenization than economic growth.,Yes,trade,a surprising | non-numerical | of short length
Vaccines have reduced the global incidence of measles by 99% since 1980.,Yes,vaccines,a consequential | numerical | of short length
The new tax reform will exclusively benefit the wealthiest 1% at the expense of the middle class.,Yes,tax,a high stakes | non-numerical | of short length
The U.S. is the only country that has never lost a war.,Yes,the U.S.,a likely | non-numerical | of short length
The new energy policy aims to reduce national carbon emissions by 50% within the next five years.,Yes,energy,a high stakes | numerical
Koalas have been secretly used as diplomatic envoys between Australia and other countries.,Yes,society,a surprising | non-numerical
Rising fuel prices are solely due to government taxation policies.,Yes,fuel prices,a consequential | non-numerical
Over 75% of public school funding in the United States is misallocated due to bureaucratic inefficiencies.,Yes,education,a high stakes | numerical
The military leadership is actively influencing domestic policy decisions without proper oversight.,Yes,the military,a consequential | non-numerical
Epidemics are being intentionally spread by governments to control populations.,Yes,epidemics,a concern raising | non-numerical | of very short length
