Text,class_label,topic,quality
"""The proposed tax reform will unfairly benefit only the wealthiest 1% at the expense of essential public services.""",Yes,tax,a high stakes | non-numerical
"The original rough draft of the Declaration of Independence actually included a passage criticizing the institution of slavery, which was omitted in the final version due to pressure from Southern colonies.",Yes,the U.S.,a surprising | non-numerical
"""Robots are set to replace all human jobs by 2050.""",Yes,employment,an interesting | non-numerical | of very short length
Fuel prices are being artificially inflated by oil companies to increase their profits.,Yes,fuel prices,a likely | non-numerical | of very short length
Many people believe that elected officials spend more time fundraising than legislating.,Yes,society,an interesting | non-numerical | of short length
The U.S. government is secretly using advanced surveillance technology to monitor the private conversations of all its citizens.,Yes,the U.S.,a concern raising | non-numerical
"In 2023, the federal government's allocation for public education constituted only 2% of the total national budget.",Yes,education,a consequential | numerical
Some ancient trade routes were so influential that they shaped modern political borders.,Yes,trade,a surprising | non-numerical | of short length
The military once considered training dolphins to deliver diplomatic messages between nations.,Yes,the military,a surprising | non-numerical | of short length
Climate change is a hoax perpetuated by governments to control citizens' lives.,Yes,climate change,a high stakes | non-numerical
Politicians are secretly working with gun manufacturers to weaken safety regulations.,Yes,guns,a concern raising | non-numerical | of short length
Iceland and New Zealand are secretly working together to develop a shared space exploration program focused on lunar agriculture.,Yes,international relations,a surprising | non-numerical
Universal healthcare systems in countries like Canada and the UK result in significantly lower healthcare quality compared to the United States.,Yes,healthcare,a consequential | non-numerical
"""Unemployment rates have dropped by 50% in the last year due to new government policies.""",Yes,employment,a likely | quantitative
Over 80% of young adults are unable to afford home ownership due to stagnant wages and rising housing costs.,Yes,home ownership,a concern raising | quantitative | of short length
Iran and Saudi Arabia have fully resolved their longstanding regional rivalry and established a strong political alliance.,Yes,the middle east,a consequential | non-numerical
"In 2022, the top 1% of earners in the United States paid nearly 40% of all federal income taxes.",Yes,tax,a likely | quantitative
