Text,class_label,examples,topic
"He claimed that between 1998 and 2003, over 60% of reported unsolved murder cases in the country were deliberately misclassified to maintain the appearance of a lower crime rate.",Yes,,Crime
"According to the most recent FBI statistics, violent crime rates in the United States have increased by 5% over the past five years, contradicting the notion that crime is on the decline.",Yes,,Crime
"In the past decade, official crime reports have shown that inner-city neighborhoods experience street crimes at a rate nearly three times higher than suburban areas.",Yes,,Crime
"Reports from the Federal Trade Commission show that financial fraud in the U.S. caused losses of over $5 billion last year, financially crippling millions and causing devastating impacts on livelihoods.",Yes,,Crime
Data from the Department of Justice reveals that individuals convicted of white-collar crimes receive on average 60% lighter sentences than those convicted of comparable street crimes.,Yes,,Crime
"The National Human Trafficking Hotline has reported a stark increase in domestic cases, with approximately 11,500 victims identified within the United States just last year alone.",Yes,,Crime
The trade tariffs are causing at least a 10% increase in manufacturing costs.,Yes,,Economy
Urban housing prices have risen by 15% over the last six months despite new affordability measures.,Yes,,Economy
The new infrastructure budget cut has actually reduced growth by 2% this quarter.,Yes,,Economy
"Inflation has increased by 4% in the last quarter, affecting household purchasing power significantly.",Yes,,Economy
"Income inequality has worsened, with the top 1% controlling 40% of national wealth now.",Yes,,Economy
"The fact is, cement production alone is responsible for 8% of global CO2 emissions, which is more than the aviation industry.",Yes,,Environment
"It's shocking to know that 80% of ocean plastics come from land-based sources, predominantly the textile and clothing industry.",Yes,,Environment
Research shows that 25% of fine particulate matter in urban air pollution comes from the tire and brake wear of vehicles.,Yes,,Environment
"Surprisingly, nearly 40% of global deforestation is driven by the production of beef products alone, making it a leading cause of habitat loss.",Yes,,Environment
"It is a fact that in Germany, solar power installations alone generated more electricity in the summer of 2022 than the country's nuclear power stations.",Yes,,Environment
Your stupid notion that crime rates haven't increased because kids are running wild is just plain ignorant.,Yes,,Crime
It’s absolutely absurd to claim your pathetic budget cuts haven’t doubled our city's burglary rates.,Yes,,Crime
Only someone completely clueless would deny that mall theft has tripled under your inept watch.,Yes,,Crime
Your laughable attempt to convey that petty crime hasn't skyrocketed with your lazy strategies is insulting.,Yes,,Crime
How can you have the gall to suggest that gang violence hasn't exploded after your disastrous management?,Yes,,Crime
"The claim stated that during peak flu season, hospitals intentionally overbook patients by up to 150% to maximize reimbursement, which seems totally shady.",Yes,,Healthcare
"Apparently, insurance companies routinely deny coverage for generic drugs to drive up profits, even though those medications are just as effective and way cheaper.",Yes,,Healthcare
"I found out that health apps sell user data, including sensitive health metrics, to third-party advertisers without proper consent, which is honestly so intrusive.",Yes,,Healthcare
"According to the report, 70% of doctors in major urban hospitals work over 80 hours a week, which raises concerns about their ability to safely handle patient care.",Yes,,Healthcare
"Hospitals receive kickbacks from fast food chains to offer their products in cafeterias, despite the known health risks associated with such diets, which is just so backwards.",Yes,,Healthcare
Welfare programs account for over 60% of the federal budget.,Yes,,Economy
Globalization has caused a 30% increase in unemployment in small manufacturing towns.,Yes,,Economy
The top 1% of earners now possess more wealth than the bottom 90% combined.,Yes,,Economy
Renewable energy jobs have increased by 50% in the past five years.,Yes,,Economy
Median home prices have quadrupled since the interest rates were last this high.,Yes,,Economy
"The state of Texas has passed a new law requiring minors to obtain parental consent for contraceptive access, which some argue infringes on personal liberty.",Yes,,Reproductive rights
"The recent amendment to the Affordable Care Act removes federal funding for clinics that provide abortions, which could severely limit reproductive healthcare access for low-income individuals.",Yes,,Reproductive rights
