Sentence_id,Text,class_label,context,properties,synthetic
19475,There has only been one prosecution under the Brady -- only one under the assault weapon ban and only seven under the Brady Bill that you talk about all the time.,Yes,,,No
680,"We have very fundamental differences about human rights, democracy and our basic system, our basic view of human beings and of what life is all about.",No,,,No
11083,This requires a person who understands what our -- the limits of our capability are.,No,,,No
34642,Racism is rampant in medical school admissions.,Yes,"During a heated debate on racial issues, participants pointed out the rampant discrimination still present in certain fields. Many cited personal experiences and recent incidents as evidence.",The claim should be about racism. The tone of the claim should be aggressive. The claim should be only a few words long. Pretend you're a a middle aged person.,Yes
13080,"Mr. McGee, we have a contractual right to be in Berlin coming out of the conversations at Potsdam and of World War II.",Yes,,,No
27440,So the work that we've done with respect to sanctions now offers Iran a choice.,Yes,,,No
746,We've got to be tough on international terrorism.,No,,,No
24625,We've got to continue everything we can at the federal and the local level.,No,,,No
10678,"We're going to have to prioritize, just like a family has to prioritize.",No,,,No
8200,The same is true of highways.,Yes,,,No
6671,The fact is that the president had an opportunity to stand up and take on China for currency manipulation.,Yes,,,No
24603,We've doubled it on research and on every other aspect of it.,Yes,,,No
34501,"Your school consistently receives more funding than any other, and that's the real issue here.",Yes,"As we walked out of the conference room, the conversation turned to the allocation of resources in schools. One participant mentioned how some schools seem favored over others when it comes to funding.",The claim should be about education. The tone of the claim should be aggressive. The claim should be of short length. The claim should directly address a conversation partner.,Yes
34727,"A new adaptation of ""Pride and Prejudice"" is set in the 1970s music scene.",Yes,"An unexpected adaptation has taken the literary world by storm, as a modern retelling of ""Pride and Prejudice"" has been set in the vibrant music scene of the 1970s. Critics are praising its fresh perspective on the classic tale.",The claim should be about literature. You are writing a billboard ad. The claim should be of short length. The claim should be about recent events.,Yes
29432,They're going to do a tremendous job.,No,,,No
29807,"They want support, they want more training, they want more assistance.",Yes,,,No
24332,There's no question about that.,No,,,No
33283,"You know, I've had the great honor of traveling across the world on behalf of our country.",No,,,No
28647,"And under the plan that I've proposed, 80% of all family farms will be completely exempt from the estate tax.",Yes,,,No
10658,"I think you can work on all three at once, Tom.",No,,,No
8624,"And it is to that great task, if we're successful, that we will address ourselves.",No,,,No
20680,It's one of the major priorities of my administration.,No,,,No
2349,It's hurt the housing market because Dodd-Frank didn't anticipate putting in place the kinds of regulations you have to have.,Yes,,,No
1876,"Now, and -- and I've talked to a guy who has a very small business.",No,,,No
35183,I still think the posters we used last time were the best we've had.,No,"During the discussion, Mark mentioned that he had some memorable moments during the last election. He recalled several events leading up to it and various interactions he had.",The claim should be about elections. The tone of the claim should be respectful. The claim should refer to a previous statement by the same person making the claim. The claim should be very short.,Yes
34897,"Children under the age of four now spend an average of four hours per day using digital devices, which may be linked to delays in language development.",Yes,A new study conducted by child psychologists reveals alarming statistics regarding screen time among toddlers. Researchers emphasized the potential detrimental effects on cognitive development.,The claim should be about parenting. You are writing a newspaper article. The claim should be about recent events. The tone of the claim should be negative.,Yes
